/home/srr/ObjectDetectionData/samples/2013-03-09-210554_2.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210710_2.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210554_1.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210554_3.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210642_2.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210642_3.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210626_3.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210642_4.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210710_1.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210626_2.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210626_1.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210710_3.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210710_4.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210626_4.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210554_4.jpg 1 0 0 640 480
/home/srr/ObjectDetectionData/samples/2013-03-09-210642_1.jpg 1 0 0 640 480
